congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
115,House,20934,13,20,NY,100,,,"TONKO, Paul",T000469,1949,,-0.422,-0.258,-53.86546,0.94023,874,20,,-0.435,-0.193
115,House,21101,13,23,NY,200,,,"REED, Thomas W. II",R000585,1971,,0.294,0.093,-124.07421,0.87202,906,72,,0.244,0.22
115,House,21342,13,6,NY,100,,,"MENG, Grace",M001188,1975,,-0.381,-0.155,-80.46519,0.91502,906,32,,-0.385,-0.242
115,House,21343,13,8,NY,100,,,"JEFFRIES, Hakeem",J000294,1970,,-0.486,-0.091,-77.71344,0.91548,880,43,,-0.49,-0.116
115,House,21344,13,18,NY,100,,,"MALONEY, Sean Patrick",M001185,1966,,-0.235,0.109,-127.83705,0.8669,895,56,,-0.292,0.247
115,House,21345,13,27,NY,200,,,"COLLINS, Chris",C001092,1950,,0.366,0.222,-68.7291,0.9252,884,17,,0.356,0.318
115,House,21539,13,1,NY,200,,,"ZELDIN, Lee M",Z000017,1980,,0.363,-0.111,-142.8082,0.85417,906,68,,0.42,-0.177
115,House,21540,13,4,NY,100,,,"RICE, Kathleen Maura",R000602,1965,,-0.289,-0.003,-113.62434,0.88077,895,58,,-0.31,0.126
115,House,21541,13,21,NY,200,,,"STEFANIK, Elise M",S001196,1984,,0.218,0.01,-141.96846,0.85686,919,56,,0.244,-0.087
115,House,21542,13,24,NY,200,,,"KATKO, John",K000386,1962,,0.209,-0.012,-156.23462,0.83982,895,75,,0.226,-0.002
115,House,21560,13,11,NY,200,,,"DONOVAN, Daniel M., Jr.",D000625,1956,,0.226,0.103,-135.75385,0.86042,903,50,,0.238,0.059
115,House,21715,13,13,NY,100,,,"ESPAILLAT, Adriano J.",E000297,1954,,-0.625,-0.055,-63.98981,0.93246,915,24,,-0.625,-0.055
115,House,21716,13,19,NY,200,,,"FASO, John J.",F000464,1952,,0.235,-0.02,-157.77955,0.84193,917,77,,0.236,-0.017
115,House,21747,13,3,NY,100,,,"SUOZZI, Thomas",S001201,1962,,-0.198,0.057,-184.31833,0.81369,894,86,,-0.198,0.057
115,House,21749,13,22,NY,200,,,"TENNEY, Claudia",T000478,1961,,0.272,0.493,-86.09807,0.9102,915,53,,0.272,0.493
115,House,29134,13,15,NY,100,,,"SERRANO, José E.",S000248,1943,,-0.491,-0.381,-76.99234,0.91972,920,41,,-0.548,-0.228
115,House,29375,13,2,NY,200,,,"KING, Peter T.",K000210,1944,,0.26,-0.033,-131.68691,0.86246,890,49,,0.24,0.034
115,House,29377,13,10,NY,100,,,"NADLER, Jerrold Lewis",N000002,1947,,-0.509,-0.51,-56.81038,0.93889,901,22,,-0.5,-0.568
115,House,29378,13,7,NY,100,,,"VELÁZQUEZ, Nydia M.",V000081,1953,,-0.547,-0.336,-71.22606,0.92471,910,46,,-0.597,-0.144
115,House,29379,13,12,NY,100,,,"MALONEY, Carolyn Bosher",M000087,1946,,-0.387,-0.277,-87.38493,0.90638,889,43,,-0.416,-0.202
115,House,29776,13,5,NY,100,,,"MEEKS, Gregory W.",M001137,1953,,-0.412,-0.075,-117.15019,0.87549,881,55,,-0.336,-0.091
115,House,29925,13,14,NY,100,,,"CROWLEY, Joseph",C001038,1962,,-0.411,-0.071,-69.19956,0.92396,875,29,,-0.508,0.016
115,House,15438,47,4,NC,100,,,"PRICE, David Eugene",P000523,1940,,-0.343,-0.028,-73.56281,0.92193,905,27,,-0.436,-0.008
115,House,20340,47,1,NC,100,,,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",B001251,1947,,-0.403,0.185,-83.39435,0.90998,884,46,,-0.38,-0.156
115,House,20521,47,5,NC,200,,,"FOXX, Virginia Ann",F000450,1943,,0.641,0.147,-122.36067,0.87559,921,69,,0.521,0.171
115,House,20522,47,10,NC,200,,,"McHENRY, Patrick T.",M001156,1975,,0.578,0.106,-81.01603,0.91482,910,23,,0.473,0.087
115,House,21346,47,8,NC,200,,,"HUDSON, Richard",H001067,1971,,0.672,0.208,-72.43835,0.91984,867,51,,0.658,0.199
115,House,21347,47,9,NC,200,,,"PITTENGER, Robert",P000606,1948,,0.562,0.332,-67.7072,0.92635,885,47,,0.6,0.474
115,House,21348,47,11,NC,200,,,"MEADOWS, Mark",M001187,1959,,0.621,-0.189,-85.24412,0.90876,891,24,,0.625,-0.244
115,House,21349,47,2,NC,200,,,"HOLDING, George E.B.",H001065,1968,,0.657,0.136,-75.48746,0.92048,911,50,,0.632,0.264
115,House,21543,47,6,NC,200,,,"WALKER, Bradley Mark",W000819,1969,,0.615,-0.041,-68.9797,0.92638,902,24,,0.608,-0.1
115,House,21544,47,7,NC,200,,,"ROUZER, David",R000603,1972,,0.612,0.175,-75.22239,0.92108,915,51,,0.618,0.33
115,House,21545,47,12,NC,100,,,"ADAMS, Alma",A000370,1946,,-0.47,0.028,-57.06345,0.93863,901,24,,-0.468,0.041
115,House,21708,47,13,NC,200,,,"BUDD, Theodore Paul",B001305,1971,,0.728,-0.108,-67.94526,0.92858,917,25,,0.728,-0.108
115,House,29546,47,3,NC,200,,,"JONES, Walter Beaman, Jr.",J000255,1943,,0.244,-0.362,-854.17148,0.34654,806,380,,0.293,-0.956
115,House,21350,36,1,ND,200,,,"CRAMER, Kevin",C001096,1961,,0.392,0.3,-66.58688,0.9268,876,20,,0.432,0.292
115,House,15029,24,9,OH,100,,,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,-0.35,0.108,-134.11704,0.86254,907,69,,-0.366,-0.032
115,House,20130,24,12,OH,200,,,"TIBERI, Patrick (Pat)",T000462,1962,,0.386,-0.026,-60.26094,0.89253,530,24,,0.269,0.552
115,House,20342,24,10,OH,200,,,"TURNER, Michael R.",T000463,1960,,0.266,0.19,-99.00807,0.89615,903,58,,0.243,0.456
115,House,20343,24,13,OH,100,,,"RYAN, Timothy J.",R000577,1973,,-0.403,0.217,-90.55608,0.9005,864,32,,-0.419,0.241
115,House,20738,24,4,OH,200,,,"JORDAN, Jim",J000289,1964,,0.709,-0.206,-117.20246,0.87777,899,71,,0.994,-0.112
115,House,20755,24,5,OH,200,,,"LATTA, Robert E.",L000566,1956,,0.52,0.252,-63.0156,0.93387,921,31,,0.56,0.28
115,House,20941,24,11,OH,100,,,"FUDGE, Marcia L.",F000455,1952,,-0.583,0.133,-71.12378,0.92393,899,26,,-0.615,0.465
115,House,21162,24,6,OH,200,,,"JOHNSON, Bill",J000292,1954,,0.428,0.255,-87.47826,0.90844,911,61,,0.377,0.393
115,House,21163,24,15,OH,200,,,"STIVERS, Steve",S001187,1965,,0.299,0.268,-83.35634,0.90762,860,52,,0.262,0.479
115,House,21164,24,16,OH,200,,,"RENACCI, Jim",R000586,1958,,0.387,0.142,-105.90457,0.88298,851,61,,0.424,0.165
115,House,21165,24,7,OH,200,,,"GIBBS, Bob",G000563,1954,,0.461,0.285,-72.59953,0.92364,914,38,,0.55,0.341
115,House,21351,24,2,OH,200,,,"WENSTRUP, Brad",W000815,1958,,0.576,0.18,-73.97073,0.92258,918,31,,0.575,0.163
115,House,21352,24,3,OH,100,,,"BEATTY, Joyce",B001281,1950,,-0.428,0.073,-84.81919,0.9067,866,45,,-0.403,0.085
115,House,21353,24,14,OH,200,,,"JOYCE, David",J000295,1957,,0.254,0.27,-106.18005,0.8893,905,55,,0.23,0.391
115,House,21564,24,8,OH,200,,,"DAVIDSON, Warren",D000626,1970,,0.792,-0.217,-94.69124,0.90159,914,38,,0.9,-0.177
115,House,21759,24,12,OH,200,,,"BALDERSON, Troy",B001306,1962,,,,,,,,,0.312,0.86
115,House,29550,24,1,OH,200,,,"CHABOT, Steve",C000266,1953,,0.585,-0.253,-60.97661,0.9358,919,16,,0.663,0.011
115,House,20344,53,4,OK,200,,,"COLE, Tom",C001053,1949,,0.335,0.364,-105.06808,0.89016,903,27,,0.285,0.392
115,House,21354,53,1,OK,200,,,"BRIDENSTINE, Jim",B001283,1975,,0.689,-0.157,-29.48709,0.93417,433,6,,0.623,-0.253
115,House,21355,53,2,OK,200,,,"MULLIN, Markwayne",M001190,1977,,0.506,0.428,-74.814,0.92108,910,21,,0.569,0.285
115,House,21546,53,5,OK,200,,,"RUSSELL, Steve",R000604,1963,,0.475,-0.19,-149.74232,0.84672,900,44,,0.522,-0.374
115,House,29393,53,3,OK,200,,,"LUCAS, Frank D.",L000491,1960,,0.363,0.409,-67.53221,0.92893,916,18,,0.391,0.402
115,House,15410,72,4,OR,100,,,"DeFAZIO, Peter Anthony",D000191,1947,,-0.429,0.011,-126.94965,0.86665,887,44,,-0.408,0.02
115,House,20944,72,5,OR,100,,,"SCHRADER, Kurt",S001180,1951,,-0.193,0.06,-262.06393,0.74395,886,123,,-0.231,0.282
115,House,21198,72,1,OR,100,,,"BONAMICI, Suzanne",B001278,1954,,-0.393,-0.395,-72.79289,0.92361,916,36,,-0.398,-0.496
115,House,29588,72,3,OR,100,,,"BLUMENAUER, Earl",B000574,1948,,-0.427,-0.662,-78.7681,0.91557,893,32,,-0.389,-0.748
115,House,29932,72,2,OR,200,,,"WALDEN, Greg",W000791,1957,,0.339,-0.028,-89.97076,0.90645,916,32,,0.285,0.268
115,House,20134,14,9,PA,200,,,"SHUSTER, William (Bill)",S001154,1961,,0.374,0.323,-74.47861,0.91496,838,29,,0.317,0.275
115,House,20346,14,18,PA,200,,,"MURPHY, Timothy",M001151,1952,,0.258,0.198,-46.30004,0.90675,473,20,,0.263,0.346
115,House,20526,14,15,PA,200,,,"DENT, Charles W.",D000604,1960,,0.244,-0.085,-107.19941,0.85949,708,30,,0.271,-0.001
115,House,20946,14,5,PA,200,,,"THOMPSON, Glenn",T000467,1959,,0.307,0.38,-88.28116,0.90803,915,63,,0.286,0.647
115,House,21167,14,3,PA,200,,,"KELLY, Mike",K000376,1948,,0.319,0.495,-78.42231,0.91699,905,29,,0.336,0.339
115,House,21168,14,7,PA,200,,,"MEEHAN, Patrick",M001181,1955,,0.22,0.076,-115.51634,0.84747,698,58,,0.217,0.135
115,House,21170,14,10,PA,200,,,"MARINO, Thomas A.",M001179,1952,,0.351,0.477,-75.09383,0.91639,860,28,,0.33,0.326
115,House,21171,14,11,PA,200,,,"BARLETTA, Lou",B001269,1956,,0.278,0.393,-72.02923,0.91884,851,21,,0.299,0.354
115,House,21356,14,4,PA,200,,,"PERRY, Scott",P000605,1962,,0.665,-0.371,-128.42067,0.86811,908,73,,0.919,-0.395
115,House,21357,14,12,PA,200,,,"ROTHFUS, Keith",R000598,1962,,0.496,0.051,-86.30727,0.91017,917,34,,0.493,-0.097
115,House,21358,14,17,PA,100,,,"CARTWRIGHT, Matt",C001090,1961,,-0.371,-0.048,-116.4504,0.88062,916,56,,-0.297,-0.118
115,House,21547,14,6,PA,200,,,"COSTELLO, Ryan",C001106,1976,,0.217,-0.054,-170.56936,0.8238,880,90,,0.226,-0.058
115,House,21548,14,13,PA,100,,,"BOYLE, Brendan Francis",B001296,1977,,-0.395,0.16,-100.82693,0.89093,873,34,,-0.427,0.319
115,House,21566,14,2,PA,100,,,"EVANS, Dwight",E000296,1954,,-0.452,-0.057,-88.18582,0.90793,913,47,,-0.458,-0.063
115,House,21718,14,8,PA,200,,,"FITZPATRICK, Brian K.",F000466,1973,,0.215,-0.281,-233.97468,0.77501,918,111,,0.215,-0.282
115,House,21745,14,16,PA,200,,,"SMUCKER, Lloyd K.",S001199,1964,,0.399,0.317,-86.43576,0.91005,917,29,,0.399,0.317
115,House,21756,14,18,PA,100,,,"LAMB, Conor",L000588,1984,,-0.087,0.044,-63.8002,0.75592,228,30,,-0.087,0.027
115,House,29561,14,14,PA,100,,,"DOYLE, Michael F.",D000482,1953,,-0.329,0.122,-109.00011,0.88688,908,37,,-0.463,0.208
115,House,29777,14,1,PA,100,,,"BRADY, Robert A.",B001227,1945,,-0.484,0.225,-81.91861,0.91272,897,23,,-0.536,0.461
115,House,20136,5,2,RI,100,,,"LANGEVIN, James",L000559,1964,,-0.376,0.109,-79.864,0.91598,910,29,,-0.409,0.166
115,House,21172,5,1,RI,100,,,"CICILLINE, David N.",C001084,1961,,-0.39,-0.285,-66.55669,0.92962,912,25,,-0.375,-0.433
115,House,20138,48,2,SC,200,,,"WILSON, Addison Graves (Joe)",W000795,1947,,0.545,0.1,-66.1799,0.93,912,18,,0.507,0.338
115,House,21174,48,3,SC,200,,,"DUNCAN, Jeff",D000615,1966,,0.741,-0.208,-75.02467,0.91916,890,32,,0.739,-0.169
115,House,21175,48,4,SC,200,,,"GOWDY, Trey",G000566,1964,,0.656,-0.003,-56.80712,0.9379,886,17,,0.553,0.27
115,House,21176,48,5,SC,200,,,"MULVANEY, Mick",M001182,1967,,0.75,-0.592,-0.09233,0.9817,5,0,,0.349,0.625
115,House,21359,48,7,SC,200,,,"RICE, Tom",R000597,1957,,0.574,-0.25,-85.4835,0.90822,888,34,,0.534,-0.147
115,House,21753,48,5,SC,200,,,"NORMAN, Ralph",N000190,1953,,0.688,-0.248,-62.98259,0.90683,644,21,,0.688,-0.248
115,House,29565,48,1,SC,200,,,"SANFORD, Mark",S000051,1960,,0.697,-0.717,-226.5048,0.77284,879,114,,0.625,-0.78
115,House,39301,48,6,SC,100,,,"CLYBURN, James Enos",C000537,1940,,-0.464,0.257,-66.04455,0.92465,843,26,,-0.503,0.116
115,House,21177,37,1,SD,200,,,"NOEM, Kristi",N000184,1971,,0.398,0.326,-85.7229,0.90385,848,35,,0.47,0.151
115,House,15019,54,5,TN,100,,,"COOPER, James Hayes Shofner",C000754,1954,,-0.161,-0.036,-231.83898,0.77618,915,88,,-0.161,-0.096
115,House,15455,54,2,TN,200,,,"DUNCAN, John J., Jr.",D000533,1947,,0.602,-0.473,-248.37986,0.76113,910,83,,1.0,-0.03
115,House,20351,54,7,TN,200,,,"BLACKBURN, Marsha",B001243,1952,,0.615,0.127,-57.24868,0.93201,813,31,,0.661,0.226
115,House,20748,54,9,TN,100,,,"COHEN, Stephen",C001068,1949,,-0.401,-0.356,-113.10782,0.88348,913,53,,-0.405,-0.167
115,House,20947,54,1,TN,200,,,"ROE, David P. (Phil)",R000582,1945,,0.493,-0.001,-74.95269,0.9216,918,31,,0.491,0.062
115,House,21178,54,3,TN,200,,,"FLEISCHMANN, Chuck",F000459,1962,,0.472,0.312,-70.71895,0.92609,921,26,,0.396,0.379
115,House,21179,54,4,TN,200,,,"DESJARLAIS, Scott",D000616,1964,,0.593,-0.112,-65.04167,0.93013,898,23,,0.639,-0.063
115,House,21180,54,6,TN,200,,,"BLACK, Diane",B001273,1951,,0.58,0.218,-43.77839,0.94077,717,13,,0.573,0.072
115,House,21731,54,8,TN,200,,,"KUSTOFF, David",K000392,1966,,0.545,-0.004,-65.68202,0.92954,899,18,,0.545,-0.004
115,House,15085,49,6,TX,200,,,"BARTON, Joe Linus",B000213,1949,,0.528,0.046,-94.82182,0.90053,905,37,,0.537,-0.14
115,House,15445,49,21,TX,200,,,"SMITH, Lamar Seeligson",S000583,1947,,0.425,0.061,-67.87409,0.92503,871,19,,0.494,0.112
115,House,20139,49,7,TX,200,,,"CULBERSON, John",C001048,1956,,0.503,0.366,-78.86182,0.9169,909,22,,0.476,0.118
115,House,20352,49,5,TX,200,,,"HENSARLING, Jeb",H001036,1957,,0.703,0.042,-60.76306,0.93527,908,14,,0.65,0.081
115,House,20355,49,26,TX,200,,,"BURGESS, Michael C.",B001248,1950,,0.569,-0.219,-101.30853,0.89398,904,59,,0.571,-0.05
115,House,20356,49,31,TX,200,,,"CARTER, John R.",C001051,1941,,0.466,0.602,-67.94332,0.92674,893,18,,0.429,0.398
115,House,20527,49,1,TX,200,,,"GOHMERT, Louie",G000552,1953,,0.602,-0.278,-176.95673,0.81285,854,70,,0.991,-0.136
115,House,20528,49,2,TX,200,,,"POE, Ted",P000592,1948,,0.594,-0.03,-133.09739,0.85844,872,73,,0.601,-0.186
115,House,20529,49,9,TX,100,,,"GREEN, Al",G000553,1947,,-0.438,0.32,-100.53261,0.89453,902,45,,-0.482,0.199
115,House,20530,49,10,TX,200,,,"McCAUL, Michael T.",M001157,1962,,0.45,0.09,-67.3661,0.92827,905,16,,0.487,0.281
115,House,20531,49,11,TX,200,,,"CONAWAY, K. Michael",C001062,1948,,0.59,0.364,-78.37406,0.91834,920,57,,0.546,0.557
115,House,20532,49,24,TX,200,,,"MARCHANT, Kenny",M001158,1951,,0.601,0.167,-75.11808,0.91791,877,36,,0.596,0.106
115,House,20533,49,28,TX,100,,,"CUELLAR, Henry",C001063,1955,,-0.226,0.626,-231.80459,0.77599,914,116,,-0.227,0.65
115,House,20948,49,22,TX,200,,,"OLSON, Pete",O000168,1962,,0.54,0.308,-53.91883,0.94222,906,11,,0.57,0.224
115,House,21182,49,17,TX,200,,,"FLORES, Bill",F000461,1954,,0.604,0.342,-71.03328,0.92483,909,55,,0.587,0.562
115,House,21184,49,27,TX,200,,,"FARENTHOLD, Blake",F000460,1961,,0.548,0.016,-55.95071,0.92135,683,24,,0.636,0.005
115,House,21360,49,14,TX,200,,,"WEBER, Randy",W000814,1953,,0.699,0.056,-92.70991,0.90232,902,60,,0.637,0.141
115,House,21361,49,16,TX,100,,,"O'ROURKE, Beto",O000170,1972,,-0.305,-0.33,-108.35341,0.88633,898,45,,-0.247,-0.335
115,House,21362,49,20,TX,100,,,"CASTRO, Joaquin",C001091,1974,,-0.395,-0.001,-95.81951,0.90016,911,57,,-0.388,-0.254
115,House,21364,49,25,TX,200,,,"WILLIAMS, Roger",W000816,1949,,0.603,0.12,-73.76553,0.9223,912,23,,0.591,-0.032
115,House,21365,49,33,TX,100,,,"VEASEY, Marc",V000131,1971,,-0.404,0.294,-121.73041,0.87518,913,47,,-0.398,0.353
115,House,21366,49,34,TX,100,,,"VELA, Filemon",V000132,1963,,-0.312,0.422,-192.18954,0.80772,900,83,,-0.346,0.432
115,House,21549,49,4,TX,200,,,"RATCLIFFE, John",R000601,1965,,0.74,0.142,-74.40437,0.92141,909,50,,0.745,0.266
115,House,21550,49,23,TX,200,,,"HURD, William Ballard",H001073,1977,,0.376,0.233,-105.14149,0.89077,909,59,,0.313,0.302
115,House,21551,49,36,TX,200,,,"BABIN, Brian",B001291,1948,,0.701,0.117,-74.77167,0.92087,907,46,,0.66,0.226
115,House,21700,49,19,TX,200,,,"ARRINGTON, Jodey Cook",A000375,1972,,0.557,0.114,-53.82304,0.94281,914,10,,0.556,0.114
115,House,21722,49,15,TX,100,,,"GONZALEZ, Vicente Jr.",G000581,1967,,-0.362,0.636,-197.45468,0.8034,902,84,,-0.362,0.637
115,House,21758,49,27,TX,200,,,"CLOUD, Michael",C001115,1975,,0.65,-0.029,-4.45049,0.94779,83,3,,0.65,-0.03
115,House,29143,49,3,TX,200,,,"JOHNSON, Sam",J000174,1930,,0.61,0.279,-48.93197,0.94081,802,11,,0.662,0.131
115,House,29571,49,35,TX,100,,,"DOGGETT, Lloyd Alton, II",D000399,1946,,-0.402,-0.308,-76.88374,0.91847,904,28,,-0.42,-0.416
115,House,29572,49,13,TX,200,,,"THORNBERRY, William McClellan (Mac)",T000238,1958,,0.527,0.314,-61.43826,0.93506,915,23,,0.439,0.423
115,House,29573,49,18,TX,100,,,"JACKSON LEE, Sheila",J000032,1950,,-0.459,0.134,-91.88503,0.90233,894,32,,-0.577,0.436
115,House,29759,49,32,TX,200,,,"SESSIONS, Pete",S000250,1955,,0.585,0.173,-59.98436,0.93648,914,18,,0.53,0.155
115,House,29760,49,8,TX,200,,,"BRADY, Kevin Patrick",B000755,1955,,0.518,0.218,-63.96961,0.93027,885,20,,0.483,0.272
115,House,29762,49,12,TX,200,,,"GRANGER, Kay",G000377,1943,,0.392,0.233,-62.22026,0.93067,866,11,,0.426,0.403
115,House,39304,49,29,TX,100,,,"GREEN, Raymond Eugene (Gene)",G000410,1947,,-0.324,0.452,-164.4732,0.83196,894,64,,-0.386,0.58
115,House,39305,49,30,TX,100,,,"JOHNSON, Eddie Bernice",J000126,1935,,-0.486,0.206,-80.44636,0.9104,857,37,,-0.481,0.196
115,House,20357,67,1,UT,200,,,"BISHOP, Robert (Rob)",B001250,1951,,0.531,0.114,-80.17021,0.91441,896,30,,0.515,0.035
115,House,20949,67,3,UT,200,,,"CHAFFETZ, Jason",C001076,1967,,0.647,-0.278,-10.59311,0.95867,251,5,,0.417,0.366
115,House,21367,67,2,UT,200,,,"STEWART, Chris",S001192,1960,,0.517,0.121,-64.13525,0.93151,904,21,,0.52,0.121
115,House,21552,67,4,UT,200,,,"LOVE, Ludmya Bourdeau (Mia)",L000584,1975,,0.544,-0.059,-101.71137,0.8949,916,38,,0.483,-0.032
115,House,21755,67,3,UT,200,,,"CURTIS, John R.",C001114,1960,,0.585,-0.071,-34.71287,0.91484,390,8,,0.585,-0.072
115,House,20750,6,1,VT,100,,,"WELCH, Peter",W000800,1947,,-0.408,-0.349,-73.77557,0.92146,902,27,,-0.396,-0.587
115,House,20756,40,1,VA,200,,,"WITTMAN, Robert J.",W000804,1959,,0.426,-0.039,-118.53323,0.87762,908,62,,0.613,-0.151
115,House,20952,40,11,VA,100,,,"CONNOLLY, Gerald E. (Gerry)",C001078,1950,,-0.308,-0.013,-94.9981,0.90128,914,45,,-0.356,0.124
115,House,21191,40,9,VA,200,,,"GRIFFITH, H. Morgan",G000568,1958,,0.546,-0.459,-160.67408,0.83733,905,59,,0.629,-0.532
115,House,21553,40,7,VA,200,,,"BRAT, David A.",B001290,1964,,0.824,-0.305,-72.97894,0.92285,909,22,,0.788,-0.284
115,House,21554,40,8,VA,100,,,"BEYER, Donald Sternoff Jr.",B001292,1950,,-0.393,-0.025,-114.36747,0.87813,880,40,,-0.423,0.147
115,House,21555,40,10,VA,200,,,"COMSTOCK, Barbara J.",C001105,1959,,0.277,0.387,-102.6798,0.89229,901,36,,0.293,0.207
115,House,21721,40,5,VA,200,,,"GARRETT, Thomas Alexander Jr.",G000580,1972,,0.939,-0.343,-113.87486,0.8687,809,60,,0.991,-0.136
115,House,21736,40,4,VA,100,,,"MCEACHIN, Aston Donald",M001200,1961,,-0.395,-0.136,-78.58998,0.91503,885,37,,-0.395,-0.136
115,House,21748,40,2,VA,200,,,"TAYLOR, Scott William",T000477,1979,,0.455,0.018,-92.52218,0.90116,889,35,,0.455,0.018
115,House,39307,40,3,VA,100,,,"SCOTT, Robert C.",S000185,1947,,-0.451,0.01,-115.50049,0.88141,915,68,,-0.383,-0.243
115,House,39308,40,6,VA,200,,,"GOODLATTE, Robert William",G000289,1952,,0.496,-0.003,-78.04983,0.91806,913,21,,0.593,-0.065
115,House,20145,73,2,WA,100,,,"LARSEN, Richard Ray (Rick)",L000560,1965,,-0.364,0.192,-93.34804,0.90075,893,48,,-0.343,-0.001
115,House,20535,73,5,WA,200,,,"McMORRIS RODGERS, Cathy",M001159,1969,,0.43,0.146,-69.87134,0.92694,921,23,,0.474,0.092
115,House,20536,73,8,WA,200,,,"REICHERT, David G.",R000578,1950,,0.224,-0.148,-159.21134,0.83637,891,65,,0.257,-0.032
115,House,21187,73,3,WA,200,,,"HERRERA BEUTLER, Jaime",H001056,1978,,0.38,-0.211,-142.37955,0.85575,914,73,,0.354,-0.013
115,House,21368,73,6,WA,100,,,"KILMER, Derek",K000381,1974,,-0.307,-0.031,-89.54805,0.90716,919,45,,-0.341,0.131
115,House,21369,73,10,WA,100,,,"HECK, Denny",H001064,1952,,-0.313,-0.12,-93.70174,0.90286,917,36,,-0.288,-0.212
115,House,21556,73,4,WA,200,,,"NEWHOUSE, Daniel Milton",N000189,1955,,0.363,0.211,-76.93106,0.91592,876,28,,0.353,0.242
115,House,21726,73,7,WA,100,,,"JAYAPAL, Pramila",J000298,1965,,-0.716,-0.177,-50.43264,0.94591,907,18,,-0.716,-0.177
115,House,29768,73,9,WA,100,,,"SMITH, Adam",S000510,1965,,-0.284,-0.156,-123.60957,0.87127,897,43,,-0.399,-0.507
115,House,31101,73,1,WA,100,,,"DelBENE, Suzan K.",D000617,1962,,-0.279,-0.231,-82.68129,0.91396,919,27,,-0.296,-0.313
115,House,21188,56,1,WV,200,,,"McKINLEY, David",M001180,1947,,0.288,0.154,-135.02687,0.86336,919,80,,0.24,0.397
115,House,21557,56,2,WV,200,,,"MOONEY, Alex X.",M001195,1971,,0.577,-0.297,-133.02356,0.86428,912,49,,0.616,-0.412
115,House,21558,56,3,WV,200,,,"JENKINS, Evan H.",J000297,1960,,0.315,0.308,-103.90415,0.88557,855,66,,0.329,0.338
115,House,14657,25,5,WI,200,,,"SENSENBRENNER, Frank James, Jr.",S000244,1943,,0.647,-0.617,-118.34009,0.87831,912,40,,0.654,-0.458
115,House,20537,25,4,WI,100,,,"MOORE, Gwendolynne S. (Gwen)",M001160,1951,,-0.531,-0.244,-83.95074,0.90761,866,36,,-0.536,-0.188
115,House,21189,25,7,WI,200,,,"DUFFY, Sean",D000614,1971,,0.506,-0.129,-100.73112,0.89344,894,58,,0.457,0.158
115,House,21370,25,2,WI,100,,,"POCAN, Mark",P000607,1964,,-0.549,-0.503,-45.0022,0.94672,822,17,,-0.522,-0.708
115,House,21559,25,6,WI,200,,,"GROTHMAN, Glenn",G000576,1955,,0.61,-0.263,-109.11887,0.88461,890,43,,0.676,-0.317
115,House,21720,25,8,WI,200,,,"GALLAGHER, Michael",G000579,1984,,0.54,0.205,-111.5694,0.88414,906,73,,0.54,0.205
115,House,29769,25,3,WI,100,,,"KIND, Ron",K000188,1963,,-0.263,-0.09,-164.71303,0.83242,898,90,,-0.249,0.118
115,House,29939,25,1,WI,200,,,"RYAN, Paul D.",R000570,1970,,0.556,-0.25,-6.91326,0.74972,24,4,,0.308,0.198
115,House,21710,68,1,WY,200,,,"CHENEY, Liz",C001109,1966,,0.527,0.486,-70.91372,0.92333,889,34,,0.527,0.486
115,Senate,41704,41,0,AL,200,,,"STRANGE, Luther  Johnson, III",S001202,1953,,0.56,0.18,-10.12332,0.95801,236,4,,0.57,0.225
115,Senate,41705,41,0,AL,100,,,"JONES, Gordon Douglas (Doug)",J000300,1954,,-0.131,0.195,-28.65454,0.85579,184,7,,-0.139,0.218
115,Senate,49700,41,0,AL,200,,,"SESSIONS, Jefferson Beauregard III (Jeff)",S001141,1946,,0.549,0.13,-0.56654,0.97062,19,0,,0.357,0.241
115,Senate,94659,41,0,AL,200,,,"SHELBY, Richard C.",S000320,1934,,0.431,0.535,-24.07773,0.95166,486,11,,0.391,0.432
115,Senate,40300,81,0,AK,200,,,"MURKOWSKI, Lisa",M001153,1957,,0.207,-0.288,-47.02312,0.90537,473,14,,0.217,-0.247
115,Senate,41500,81,0,AK,200,,,"SULLIVAN, Daniel Scott",S001198,1964,,0.466,0.08,-34.40447,0.92985,473,13,,0.463,-0.085
115,Senate,15039,61,0,AZ,200,,,"McCAIN, John Sidney, III",M000303,1936,2018.0,0.381,-0.626,-41.58485,0.85272,261,18,,0.394,-0.762
115,Senate,15429,61,0,AZ,200,,,"KYL, Jon Llewellyn",K000352,1942,,0.548,-0.415,-0.9941,0.96941,32,0,,0.315,0.168
115,Senate,20100,61,0,AZ,200,,,"FLAKE, Jeff",F000444,1962,,0.855,-0.518,-43.84378,0.90617,445,18,,0.908,-0.418
115,Senate,20101,42,0,AR,200,,,"BOOZMAN, John",B001236,1950,,0.401,0.248,-15.94195,0.96773,486,7,,0.382,0.291
115,Senate,21301,42,0,AR,200,,,"COTTON, Tom",C001095,1977,,0.61,0.143,-27.06103,0.94616,489,9,,0.564,0.206
